requirement;requirement_type;specification_format;specification_level;requirement_source;domain;language;class;llm
The system shall maintain a logical database that tracks inventory levels for each ingredient and records sales transactions daily, and it shall generate reports on both inventory usage and sales trends to assist Business Managers in making informed decisions.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
Ensure that the Restaurant Operations Management system stores detailed records of all menu items, including pricing and ingredient lists, and allows for modification of these records by authorized personnel.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The LogicalDatabase shall store customer reservation details and track table availability simultaneously to optimize seating arrangement efficiency.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
Ensure that the logical database maintains real-time updates of inventory levels and generates alert notifications for low-stock items, and facilitate the generation of sales and expense reports to support informed decision-making by the business managers.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The LogicalDatabase shall store employee schedules and track inventory levels, and it shall provide real-time updates to management dashboards.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The LogicalDatabase must store customer orders and inventory details, and it should update the stock levels in real-time whenever an order is placed.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The database system shall store and manage table reservation records by capturing customer details and reservation times, and it shall also track order history with itemized details to facilitate operational insights and reporting capabilities for business managers.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The LogicalDatabase shall store all menu items along with their prices and track inventory levels for each ingredient used, ensuring synchronization between menu pricing and inventory data.;LogicalDatabase;ConstrainedNL;DetailedSpecification;BusinessManagers;Restaurant Operations Management;English;2;gpt-4o
The system shall store patient medical records in a relational database and ensure that all entries are encrypted in compliance with HIPAA standards.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The LogicalDatabase must store patient medical records and ensure their retrieval is efficient, and it must maintain data integrity and guarantee access complies with the healthcare system's security protocols.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The system shall store patient records in a relational database and ensure the integrity of data through the use of constraints and establish foreign key relationships between tables for maintaining consistent data references.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The healthcare system shall store patient records and ensure data integrity within the logical database while enabling healthcare providers to access and update the information securely.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The system shall store patient medical records and ensure that the database supports encrypted data transmission and secure authorization protocols.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The logical database shall store and manage patient health records and ensure data integrity and confidentiality by implementing access controls and encryption techniques.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The logical database shall store patient medical records and ensure data integrity while providing efficient retrieval mechanisms and support concurrent access by multiple healthcare providers.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The healthcare system shall store patient health records and ensure data integrity in the logical database by implementing transaction logging and error-checking mechanisms.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The logical database shall store patient records and maintain data integrity by implementing a validation mechanism for all entries.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The LogicalDatabase shall store patient medical records securely and manage access to records based on user roles.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The healthcare system shall store patient records in a secure database and ensure that all data is encrypted at rest and in transit.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The healthcare database system shall store patient records and ensure that these records are encrypted, and it shall allow authorized personnel to access these records while maintaining an audit log of all access activities.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The system shall store patient medical records and allow access only to authorized personnel while maintaining an audit trail of access history.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The LogicalDatabase of the Healthcare system shall store patient medical records securely and allow retrieval by authorized personnel within 3 seconds to ensure timely access and maintain patient confidentiality.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
The healthcare database shall store patient medical records and ensure data integrity, and it shall provide retrieval functionality for authorized healthcare professionals and support secure data transactions.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
Ensure the patient data records are stored in a relational database system and implement data validation rules to maintain data integrity.;LogicalDatabase;ConstrainedNL;DetailedSpecification;DevelopementTeam;Healthcare;English;2;gpt-4o
